DigitalOrderItemId,DeliveryPacketId,AffectedItemQuantity,TransactionAmount,BaseCurrencyCode,ClaimCode,FXTransactionAmount,FXCurrencyCode,MonetaryComponentTypeCode,OfferTypeCode
CDPGIRJ3DBA1E5UR8PE5PEBD13RVJNBQCCU5FM30MTDFG1K49TC0,DD7894B6N4BEF6SCOVSSQUD8T6KIN67ONQDIGKRUSPSQ6KOO0SKG,1,14.95,USD,Not Applicable,Not Applicable,Not Applicable,Price Amount,Not Applicable
UR1SC8OJ7VCL80H0B90I2F98BQNAJ10LP7OS8KLB6RMR13ILOFB0,OA41PJOBDJVSCT8BKEUKRIOCP4MI6OCCK9VV3KHV491I8HQ1II00,1,0.0,USD,Not Applicable,Not Applicable,Not Applicable,Price Amount,Not Applicable
UR1SC8OJ7VCL80H0B90I2F98BQNAJ10LP7OS8KLB6RMR13ILOFB0,OA41PJOBDJVSCT8BKEUKRIOCP4MI6OCCK9VV3KHV491I8HQ1II00,1,0.0,USD,Not Applicable,Not Applicable,Not Applicable,Tax,Not Applicable
P8HN5EVKPQ786EMF0BKKP6BUR5IQDV6JFUHNFULVV7Q8L8QKQ3SG,POHSNJ9EJ8FGD6O71LF5B1LT4O0B765KOM67680INU895KN81IT0,1,14.95,USD,Not Applicable,Not Applicable,Not Applicable,Price Amount,Not Applicable
P8HN5EVKPQ786EMF0BKKP6BUR5IQDV6JFUHNFULVV7Q8L8QKQ3SG,POHSNJ9EJ8FGD6O71LF5B1LT4O0B765KOM67680INU895KN81IT0,1,1.23,USD,Not Applicable,Not Applicable,Not Applicable,Tax,Not Applicable
S8GOMQHVCUDGK1D2232T0I6APEI3OV8N1GBOJT0A827AE1RDBSD0,SPPF7N3MJSE76B1JMD0RLH1LJJA6H8GST7Q6CICV6DE90TJ13B6G,1,1.23,USD,Not Applicable,Not Applicable,Not Applicable,Tax,Not Applicable
S8GOMQHVCUDGK1D2232T0I6APEI3OV8N1GBOJT0A827AE1RDBSD0,SPPF7N3MJSE76B1JMD0RLH1LJJA6H8GST7Q6CICV6DE90TJ13B6G,1,14.95,USD,Not Applicable,Not Applicable,Not Applicable,Price Amount,Not Applicable
M97CCNOVN9VD0K1H95S7EIQ37RPTCFADL0K6D68217VD9EPAD190,D7BQQ1IIJHKIOKBLLALAPPB444K8CIMP2ITN852IIVTPAD4PH2S0,1,1.23,USD,Not Applicable,Not Applicable,Not Applicable,Tax,Not Applicable
M97CCNOVN9VD0K1H95S7EIQ37RPTCFADL0K6D68217VD9EPAD190,D7BQQ1IIJHKIOKBLLALAPPB444K8CIMP2ITN852IIVTPAD4PH2S0,1,14.95,USD,Not Applicable,Not Applicable,Not Applicable,Price Amount,Not Applicable
1L02MJC443P79IKECLSSNTPJBO9V5BOAM6TJ7A8I51DS60UPVRQ0,8B74O3FLTFM3D9E86G626O7A45E85VOT7885JCO2GA569GSJQ060,1,14.95,USD,Not Applicable,Not Applicable,Not Applicable,Price Amount,Not Applicable
1L02MJC443P79IKECLSSNTPJBO9V5BOAM6TJ7A8I51DS60UPVRQ0,8B74O3FLTFM3D9E86G626O7A45E85VOT7885JCO2GA569GSJQ060,1,1.23,USD,Not Applicable,Not Applicable,Not Applicable,Tax,Not Applicable
3D772K1IVV5DJH3LB4041D7PKUV0S7GK8TR17SDKAHEOPI8MARNG,8RDHI50TJ0GQVFB1M1PVRDLQMJQT90AECHQODPR8F0VRF2HPJSE0,1,17.0,USD,Not Applicable,Not Applicable,Not Applicable,Price Amount,Not Applicable
3D772K1IVV5DJH3LB4041D7PKUV0S7GK8TR17SDKAHEOPI8MARNG,8RDHI50TJ0GQVFB1M1PVRDLQMJQT90AECHQODPR8F0VRF2HPJSE0,1,0.0,USD,Not Applicable,Not Applicable,Not Applicable,Tax,Not Applicable
3D772K1IVV5DJH3LB4041D7PKUV0S7GK8TR17SDKAHEOPI8MARNG,8RDHI50TJ0GQVFB1M1PVRDLQMJQT90AECHQODPR8F0VRF2HPJSE0,1,0.0,USD,Not Applicable,Not Applicable,Not Applicable,Tax,Promotion
3D772K1IVV5DJH3LB4041D7PKUV0S7GK8TR17SDKAHEOPI8MARNG,8RDHI50TJ0GQVFB1M1PVRDLQMJQT90AECHQODPR8F0VRF2HPJSE0,1,-17.0,USD,Not Applicable,Not Applicable,Not Applicable,Price Amount,Promotion
S6M2IQ1V51TDQQKTKRHU5HQQPPG5SUQ8GB9BDJ1CBU62A3FA0VC0,M7JT9CA6KFR9C2O6F25O6DPCVCE2R5S46G5I9H1D0NNDCBD4RMBG,1,1.23,USD,Not Applicable,Not Applicable,Not Applicable,Tax,Not Applicable
S6M2IQ1V51TDQQKTKRHU5HQQPPG5SUQ8GB9BDJ1CBU62A3FA0VC0,M7JT9CA6KFR9C2O6F25O6DPCVCE2R5S46G5I9H1D0NNDCBD4RMBG,1,14.95,USD,Not Applicable,Not Applicable,Not Applicable,Price Amount,Not Applicable
B3QU5I94FNLKN2JA3D98PE1RT6HI8BVM55ND56B9874B58S2C4H0,VVOPH42P4MOJ2QHG42RN9EN4UAIQRV205ILNJOTNBJCKC1TA5BC0,1,-4.86,USD,Not Applicable,Not Applicable,Not Applicable,Price Amount,Promotion
B3QU5I94FNLKN2JA3D98PE1RT6HI8BVM55ND56B9874B58S2C4H0,VVOPH42P4MOJ2QHG42RN9EN4UAIQRV205ILNJOTNBJCKC1TA5BC0,1,0.0,USD,Not Applicable,Not Applicable,Not Applicable,Tax,Promotion
B3QU5I94FNLKN2JA3D98PE1RT6HI8BVM55ND56B9874B58S2C4H0,VVOPH42P4MOJ2QHG42RN9EN4UAIQRV205ILNJOTNBJCKC1TA5BC0,1,0.0,USD,Not Applicable,Not Applicable,Not Applicable,Tax,Not Applicable
B3QU5I94FNLKN2JA3D98PE1RT6HI8BVM55ND56B9874B58S2C4H0,VVOPH42P4MOJ2QHG42RN9EN4UAIQRV205ILNJOTNBJCKC1TA5BC0,1,4.86,USD,Not Applicable,Not Applicable,Not Applicable,Price Amount,Not Applicable
K5HQ1TBMTI9JMEO9R9VF3JFI4E2KDRFL7EC1CFCMUR4S01JLSI3G,NHPM6S8JENPKKREK1T1VVG12V03A8TEJHD5T8852J5T62KSA4A00,1,0.0,USD,Not Applicable,Not Applicable,Not Applicable,Tax,Not Applicable
K5HQ1TBMTI9JMEO9R9VF3JFI4E2KDRFL7EC1CFCMUR4S01JLSI3G,NHPM6S8JENPKKREK1T1VVG12V03A8TEJHD5T8852J5T62KSA4A00,1,0.0,USD,Not Applicable,Not Applicable,Not Applicable,Tax,Promotion
K5HQ1TBMTI9JMEO9R9VF3JFI4E2KDRFL7EC1CFCMUR4S01JLSI3G,NHPM6S8JENPKKREK1T1VVG12V03A8TEJHD5T8852J5T62KSA4A00,1,15.04,USD,Not Applicable,Not Applicable,Not Applicable,Price Amount,Not Applicable
K5HQ1TBMTI9JMEO9R9VF3JFI4E2KDRFL7EC1CFCMUR4S01JLSI3G,NHPM6S8JENPKKREK1T1VVG12V03A8TEJHD5T8852J5T62KSA4A00,1,-15.04,USD,Not Applicable,Not Applicable,Not Applicable,Price Amount,Promotion
GAQJVGTPAV3TF5Q6A6JDUTUCF2E4BEOB8H73TCG4NO8GO93T4Q7G,MHO7G6E2ST9KGSG0VDFVI1KLH6KKBG7U3NKGO48IIGT64J7D0UCG,1,0.0,USD,Not Applicable,Not Applicable,Not Applicable,Tax,Promotion
GAQJVGTPAV3TF5Q6A6JDUTUCF2E4BEOB8H73TCG4NO8GO93T4Q7G,MHO7G6E2ST9KGSG0VDFVI1KLH6KKBG7U3NKGO48IIGT64J7D0UCG,1,0.0,USD,Not Applicable,Not Applicable,Not Applicable,Tax,Not Applicable
GAQJVGTPAV3TF5Q6A6JDUTUCF2E4BEOB8H73TCG4NO8GO93T4Q7G,MHO7G6E2ST9KGSG0VDFVI1KLH6KKBG7U3NKGO48IIGT64J7D0UCG,1,17.0,USD,Not Applicable,Not Applicable,Not Applicable,Price Amount,Not Applicable
GAQJVGTPAV3TF5Q6A6JDUTUCF2E4BEOB8H73TCG4NO8GO93T4Q7G,MHO7G6E2ST9KGSG0VDFVI1KLH6KKBG7U3NKGO48IIGT64J7D0UCG,1,-17.0,USD,Not Applicable,Not Applicable,Not Applicable,Price Amount,Promotion
9DGT389QC070I2UB5PK76T43TNJVMF9QONIMNG0PD5CJ9LRDDFU0,2A94UGU57EMREVU9TMG5BQ6UEIEJQ71DMBGA5SGM646IBVK63EEG,1,1.23,USD,Not Applicable,Not Applicable,Not Applicable,Tax,Not Applicable
9DGT389QC070I2UB5PK76T43TNJVMF9QONIMNG0PD5CJ9LRDDFU0,2A94UGU57EMREVU9TMG5BQ6UEIEJQ71DMBGA5SGM646IBVK63EEG,1,14.95,USD,Not Applicable,Not Applicable,Not Applicable,Price Amount,Not Applicable
EEG442644FPMFSPJESR8F8M9B88NPBDM770IS5I997T8REPBP3O0,25VD8VUN06U4QBCVKJPSQ99RBK44NTNUT0P81TSVQ92CSRRB9SVG,1,14.95,USD,Not Applicable,Not Applicable,Not Applicable,Price Amount,Not Applicable
EEG442644FPMFSPJESR8F8M9B88NPBDM770IS5I997T8REPBP3O0,25VD8VUN06U4QBCVKJPSQ99RBK44NTNUT0P81TSVQ92CSRRB9SVG,1,1.23,USD,Not Applicable,Not Applicable,Not Applicable,Tax,Not Applicable
GO7I79PLJI75ELAO139JF3I5U5567IKG07JM75QB35CL1B5E32TG,6JILHA2O59RVHCEDEFUFMNRHODPN6T4B83612N0B7PPB68IJ1BP0,1,10.46,USD,Not Applicable,Not Applicable,Not Applicable,Price Amount,Not Applicable
GO7I79PLJI75ELAO139JF3I5U5567IKG07JM75QB35CL1B5E32TG,6JILHA2O59RVHCEDEFUFMNRHODPN6T4B83612N0B7PPB68IJ1BP0,1,0.0,USD,Not Applicable,Not Applicable,Not Applicable,Tax,Not Applicable
GO7I79PLJI75ELAO139JF3I5U5567IKG07JM75QB35CL1B5E32TG,6JILHA2O59RVHCEDEFUFMNRHODPN6T4B83612N0B7PPB68IJ1BP0,1,-10.46,USD,Not Applicable,Not Applicable,Not Applicable,Price Amount,Promotion
GO7I79PLJI75ELAO139JF3I5U5567IKG07JM75QB35CL1B5E32TG,6JILHA2O59RVHCEDEFUFMNRHODPN6T4B83612N0B7PPB68IJ1BP0,1,0.0,USD,Not Applicable,Not Applicable,Not Applicable,Tax,Promotion
VTRBG10GJ6SR9FAIMLF4PBQ9MV17Q6QMLG3C6POVQN8FU2MMMSDG,00HVII0E74IJRO54SDP564USRDODAPR45V3AAAF8Q9TE7HLGNQPG,1,0.0,USD,Not Applicable,Not Applicable,Not Applicable,Tax,Not Applicable
VTRBG10GJ6SR9FAIMLF4PBQ9MV17Q6QMLG3C6POVQN8FU2MMMSDG,00HVII0E74IJRO54SDP564USRDODAPR45V3AAAF8Q9TE7HLGNQPG,1,0.0,USD,Not Applicable,Not Applicable,Not Applicable,Tax,Promotion
VTRBG10GJ6SR9FAIMLF4PBQ9MV17Q6QMLG3C6POVQN8FU2MMMSDG,00HVII0E74IJRO54SDP564USRDODAPR45V3AAAF8Q9TE7HLGNQPG,1,13.96,USD,Not Applicable,Not Applicable,Not Applicable,Price Amount,Not Applicable
VTRBG10GJ6SR9FAIMLF4PBQ9MV17Q6QMLG3C6POVQN8FU2MMMSDG,00HVII0E74IJRO54SDP564USRDODAPR45V3AAAF8Q9TE7HLGNQPG,1,-13.96,USD,Not Applicable,Not Applicable,Not Applicable,Price Amount,Promotion
V4S5JEG0EA1RFS0BSC6NP15FTKSLVE4ICURA9OMM6ENIUJLINP4G,VTFT8C6HOUCQQGO0MTEL1OOHQLO1KLPFKIGRO4HNMM4NLTIDM6S0,1,14.95,USD,Not Applicable,Not Applicable,Not Applicable,Price Amount,Not Applicable
V4S5JEG0EA1RFS0BSC6NP15FTKSLVE4ICURA9OMM6ENIUJLINP4G,VTFT8C6HOUCQQGO0MTEL1OOHQLO1KLPFKIGRO4HNMM4NLTIDM6S0,1,1.23,USD,Not Applicable,Not Applicable,Not Applicable,Tax,Not Applicable
GDPFS2UCABLCV2RT0L2JQ22CNRJPR0E6GADI0MMM791E5S94G5FG,5RVHEM89UIJ1JKRNL6CSL0C9RCVQGQAN8OE65KKCC6HMM86060K0,1,-10.46,USD,Not Applicable,Not Applicable,Not Applicable,Price Amount,Promotion
GDPFS2UCABLCV2RT0L2JQ22CNRJPR0E6GADI0MMM791E5S94G5FG,5RVHEM89UIJ1JKRNL6CSL0C9RCVQGQAN8OE65KKCC6HMM86060K0,1,10.46,USD,Not Applicable,Not Applicable,Not Applicable,Price Amount,Not Applicable
GDPFS2UCABLCV2RT0L2JQ22CNRJPR0E6GADI0MMM791E5S94G5FG,5RVHEM89UIJ1JKRNL6CSL0C9RCVQGQAN8OE65KKCC6HMM86060K0,1,0.0,USD,Not Applicable,Not Applicable,Not Applicable,Tax,Promotion
GDPFS2UCABLCV2RT0L2JQ22CNRJPR0E6GADI0MMM791E5S94G5FG,5RVHEM89UIJ1JKRNL6CSL0C9RCVQGQAN8OE65KKCC6HMM86060K0,1,0.0,USD,Not Applicable,Not Applicable,Not Applicable,Tax,Not Applicable
UBF48BIEKJK1ULU4B2MKMCOEKJUIF646AVBOFS7FK8HINBDHF8MG,N4P1GRTIV297D1CD9K5UD5JIFRJPRU1H199VF290FNFG4SM0PNK0,1,14.95,USD,Not Applicable,Not Applicable,Not Applicable,Price Amount,Not Applicable
UBF48BIEKJK1ULU4B2MKMCOEKJUIF646AVBOFS7FK8HINBDHF8MG,N4P1GRTIV297D1CD9K5UD5JIFRJPRU1H199VF290FNFG4SM0PNK0,1,1.23,USD,Not Applicable,Not Applicable,Not Applicable,Tax,Not Applicable
IGNPLTURNVP603I0DQ6K28S1EF8RR5STAQNFRIMKO9JF69LQJMLG,P04AHF26EDQ78F06U5PL0UVTR3KP8HLM262A5G62U3V2TU0358EG,1,14.95,USD,Not Applicable,Not Applicable,Not Applicable,Price Amount,Not Applicable
IGNPLTURNVP603I0DQ6K28S1EF8RR5STAQNFRIMKO9JF69LQJMLG,P04AHF26EDQ78F06U5PL0UVTR3KP8HLM262A5G62U3V2TU0358EG,1,1.23,USD,Not Applicable,Not Applicable,Not Applicable,Tax,Not Applicable
629TPDFFGH1JE45HGA543EMES6H6IIIK748GT8V64N0424DSE830,F3MAN6T5QUF6G5Q6PA6L85L70SERS4MVNGMEVATL596TCMK0RK7G,1,1.23,USD,Not Applicable,Not Applicable,Not Applicable,Tax,Not Applicable
629TPDFFGH1JE45HGA543EMES6H6IIIK748GT8V64N0424DSE830,F3MAN6T5QUF6G5Q6PA6L85L70SERS4MVNGMEVATL596TCMK0RK7G,1,14.95,USD,Not Applicable,Not Applicable,Not Applicable,Price Amount,Not Applicable
9GKBC98L181UEJR3S586052AVMK3G3PMSL9N0LOVBA8V1G7JUONG,EPGHRLDUM3KBBPG8LD9I5MVCLHFVFVONCQDL4I6970VGDP61KAFG,1,20.25,USD,Not Applicable,Not Applicable,Not Applicable,Price Amount,Not Applicable
9GKBC98L181UEJR3S586052AVMK3G3PMSL9N0LOVBA8V1G7JUONG,EPGHRLDUM3KBBPG8LD9I5MVCLHFVFVONCQDL4I6970VGDP61KAFG,1,0.0,USD,Not Applicable,Not Applicable,Not Applicable,Tax,Not Applicable
9GKBC98L181UEJR3S586052AVMK3G3PMSL9N0LOVBA8V1G7JUONG,EPGHRLDUM3KBBPG8LD9I5MVCLHFVFVONCQDL4I6970VGDP61KAFG,1,-20.25,USD,Not Applicable,Not Applicable,Not Applicable,Price Amount,Promotion
9GKBC98L181UEJR3S586052AVMK3G3PMSL9N0LOVBA8V1G7JUONG,EPGHRLDUM3KBBPG8LD9I5MVCLHFVFVONCQDL4I6970VGDP61KAFG,1,0.0,USD,Not Applicable,Not Applicable,Not Applicable,Tax,Promotion
43SBRK32433U8OPJ7Q5F6FGF8IT5O82NEPI7VHJTBUSNMBQP5TS0,QKM778CCIUMJ4R7T7UHNHE9DMRPMPE2QCL5IV3072HT4IQ2SA5JG,1,1.23,USD,Not Applicable,Not Applicable,Not Applicable,Tax,Not Applicable
43SBRK32433U8OPJ7Q5F6FGF8IT5O82NEPI7VHJTBUSNMBQP5TS0,QKM778CCIUMJ4R7T7UHNHE9DMRPMPE2QCL5IV3072HT4IQ2SA5JG,1,14.95,USD,Not Applicable,Not Applicable,Not Applicable,Price Amount,Not Applicable
QF9QETKQDGKCAI66SGVJN2JFD449V8DKIC55TBU724J93E952FM0,JI9CBFQU8DREL4E3EFTNJTEBRSF6A7RO6FPTNOTTEI8HU27NU6T0,1,15.75,USD,Not Applicable,Not Applicable,Not Applicable,Price Amount,Not Applicable
QF9QETKQDGKCAI66SGVJN2JFD449V8DKIC55TBU724J93E952FM0,JI9CBFQU8DREL4E3EFTNJTEBRSF6A7RO6FPTNOTTEI8HU27NU6T0,1,0.0,USD,Not Applicable,Not Applicable,Not Applicable,Tax,Not Applicable
QF9QETKQDGKCAI66SGVJN2JFD449V8DKIC55TBU724J93E952FM0,JI9CBFQU8DREL4E3EFTNJTEBRSF6A7RO6FPTNOTTEI8HU27NU6T0,1,-15.75,USD,Not Applicable,Not Applicable,Not Applicable,Price Amount,Promotion
QF9QETKQDGKCAI66SGVJN2JFD449V8DKIC55TBU724J93E952FM0,JI9CBFQU8DREL4E3EFTNJTEBRSF6A7RO6FPTNOTTEI8HU27NU6T0,1,0.0,USD,Not Applicable,Not Applicable,Not Applicable,Tax,Promotion
PI39J0CLPB2JMCT0AFQHOLCG0UGDUK2633IALTFF83IFIQ1OB7IG,OMTH3OLF4ARBTFLREDF1PTKANDHKCVRDCOUD76JJTTAA4COPN5M0,1,1.23,USD,Not Applicable,Not Applicable,Not Applicable,Tax,Not Applicable
PI39J0CLPB2JMCT0AFQHOLCG0UGDUK2633IALTFF83IFIQ1OB7IG,OMTH3OLF4ARBTFLREDF1PTKANDHKCVRDCOUD76JJTTAA4COPN5M0,1,14.95,USD,Not Applicable,Not Applicable,Not Applicable,Price Amount,Not Applicable
SH9GLQCFGFFKI3R9N5U7Q85L3BUCV5OHCITCMVOD9C4395UVOSF0,GME3ET3B9067MPOCMPJ7IVOPFJ2D76ISPPAM8A6K3SN3BG5PA360,1,0.0,USD,Not Applicable,Not Applicable,Not Applicable,Tax,Promotion
SH9GLQCFGFFKI3R9N5U7Q85L3BUCV5OHCITCMVOD9C4395UVOSF0,GME3ET3B9067MPOCMPJ7IVOPFJ2D76ISPPAM8A6K3SN3BG5PA360,1,0.0,USD,Not Applicable,Not Applicable,Not Applicable,Tax,Not Applicable
SH9GLQCFGFFKI3R9N5U7Q85L3BUCV5OHCITCMVOD9C4395UVOSF0,GME3ET3B9067MPOCMPJ7IVOPFJ2D76ISPPAM8A6K3SN3BG5PA360,1,24.95,USD,Not Applicable,Not Applicable,Not Applicable,Price Amount,Not Applicable
SH9GLQCFGFFKI3R9N5U7Q85L3BUCV5OHCITCMVOD9C4395UVOSF0,GME3ET3B9067MPOCMPJ7IVOPFJ2D76ISPPAM8A6K3SN3BG5PA360,1,-24.95,USD,Not Applicable,Not Applicable,Not Applicable,Price Amount,Promotion
GM3K1K80ADKKIBCOVMVQHC64IODEM7LD47HMKKQFSUMGLOUJCMTG,7MTFLAO3ADJ9GTIBVU1DS1P3IIV7EBJ66SDF32QF98VGKK2GOPLG,1,-19.44,USD,Not Applicable,Not Applicable,Not Applicable,Price Amount,Promotion
GM3K1K80ADKKIBCOVMVQHC64IODEM7LD47HMKKQFSUMGLOUJCMTG,7MTFLAO3ADJ9GTIBVU1DS1P3IIV7EBJ66SDF32QF98VGKK2GOPLG,1,19.44,USD,Not Applicable,Not Applicable,Not Applicable,Price Amount,Not Applicable
GM3K1K80ADKKIBCOVMVQHC64IODEM7LD47HMKKQFSUMGLOUJCMTG,7MTFLAO3ADJ9GTIBVU1DS1P3IIV7EBJ66SDF32QF98VGKK2GOPLG,1,0.0,USD,Not Applicable,Not Applicable,Not Applicable,Tax,Promotion
GM3K1K80ADKKIBCOVMVQHC64IODEM7LD47HMKKQFSUMGLOUJCMTG,7MTFLAO3ADJ9GTIBVU1DS1P3IIV7EBJ66SDF32QF98VGKK2GOPLG,1,0.0,USD,Not Applicable,Not Applicable,Not Applicable,Tax,Not Applicable
KQT0MF8GR3H7SS46M7IK4LPKFNDDVA6DAC07T9AKU4JII20UHAQ0,QRANFM5STPU08A0QC17U7JVKOJ5535V5I3PIDO86NM20KDT7E810,1,0.0,USD,Not Applicable,Not Applicable,Not Applicable,Tax,Promotion
KQT0MF8GR3H7SS46M7IK4LPKFNDDVA6DAC07T9AKU4JII20UHAQ0,QRANFM5STPU08A0QC17U7JVKOJ5535V5I3PIDO86NM20KDT7E810,1,-23.9,USD,Not Applicable,Not Applicable,Not Applicable,Price Amount,Promotion
KQT0MF8GR3H7SS46M7IK4LPKFNDDVA6DAC07T9AKU4JII20UHAQ0,QRANFM5STPU08A0QC17U7JVKOJ5535V5I3PIDO86NM20KDT7E810,1,0.0,USD,Not Applicable,Not Applicable,Not Applicable,Tax,Not Applicable
KQT0MF8GR3H7SS46M7IK4LPKFNDDVA6DAC07T9AKU4JII20UHAQ0,QRANFM5STPU08A0QC17U7JVKOJ5535V5I3PIDO86NM20KDT7E810,1,23.9,USD,Not Applicable,Not Applicable,Not Applicable,Price Amount,Not Applicable
UIR9201D8LLTCHOKDR9E8JO0NUECB21R8RQ0APLU59TTOCFGAO00,P6J43NLPLC8VL8KGKTMT9LP2NPOHLPN7LCKVEQU9SLB9019K9B6G,1,3.13,USD,Not Applicable,Not Applicable,Not Applicable,Tax,Not Applicable
UIR9201D8LLTCHOKDR9E8JO0NUECB21R8RQ0APLU59TTOCFGAO00,P6J43NLPLC8VL8KGKTMT9LP2NPOHLPN7LCKVEQU9SLB9019K9B6G,1,37.99,USD,Not Applicable,Not Applicable,Not Applicable,Price Amount,Not Applicable
MPLBA4V75U7I73NIRAVA5IBSTM4FQ6J8ECJO5FO7ICDKE7QN9CM0,PODA65PTK6HH89T28CMSI8T7V57NN850C95PRG6UU6U3F2JVBRNG,1,0.0,USD,Not Applicable,Not Applicable,Not Applicable,Tax,Promotion
MPLBA4V75U7I73NIRAVA5IBSTM4FQ6J8ECJO5FO7ICDKE7QN9CM0,PODA65PTK6HH89T28CMSI8T7V57NN850C95PRG6UU6U3F2JVBRNG,1,0.0,USD,Not Applicable,Not Applicable,Not Applicable,Tax,Not Applicable
MPLBA4V75U7I73NIRAVA5IBSTM4FQ6J8ECJO5FO7ICDKE7QN9CM0,PODA65PTK6HH89T28CMSI8T7V57NN850C95PRG6UU6U3F2JVBRNG,1,-14.95,USD,Not Applicable,Not Applicable,Not Applicable,Price Amount,Promotion
MPLBA4V75U7I73NIRAVA5IBSTM4FQ6J8ECJO5FO7ICDKE7QN9CM0,PODA65PTK6HH89T28CMSI8T7V57NN850C95PRG6UU6U3F2JVBRNG,1,14.95,USD,Not Applicable,Not Applicable,Not Applicable,Price Amount,Not Applicable
A1MRMS2GFBNR17QN0SU0EE9JSDCQ7KHP0E2OAQQD8CSMC1S96BJG,F4SQ686KV0OK3VOIUJG2PCNPOVR2A4FK4FPL023P306GDTPB4Q1G,1,1.23,USD,Not Applicable,Not Applicable,Not Applicable,Tax,Not Applicable
A1MRMS2GFBNR17QN0SU0EE9JSDCQ7KHP0E2OAQQD8CSMC1S96BJG,F4SQ686KV0OK3VOIUJG2PCNPOVR2A4FK4FPL023P306GDTPB4Q1G,1,14.95,USD,Not Applicable,Not Applicable,Not Applicable,Price Amount,Not Applicable
843VTDG3SRQRKGD9M3A2B24AVGRPIJ1MP5GG440Q9LKR6V7R4GJ0,Q03PC18TQ1746GUMMK5RI1KUD315L2VFLD6GVIQ4N7DOPAOM9G20,1,26.24,USD,Not Applicable,Not Applicable,Not Applicable,Price Amount,Not Applicable
843VTDG3SRQRKGD9M3A2B24AVGRPIJ1MP5GG440Q9LKR6V7R4GJ0,Q03PC18TQ1746GUMMK5RI1KUD315L2VFLD6GVIQ4N7DOPAOM9G20,1,-26.24,USD,Not Applicable,Not Applicable,Not Applicable,Price Amount,Promotion
843VTDG3SRQRKGD9M3A2B24AVGRPIJ1MP5GG440Q9LKR6V7R4GJ0,Q03PC18TQ1746GUMMK5RI1KUD315L2VFLD6GVIQ4N7DOPAOM9G20,1,0.0,USD,Not Applicable,Not Applicable,Not Applicable,Tax,Promotion
